"Word","Changed","score_test"
"avatars","aaarstv",81
"avatar","aaartv",64
"Tarawa","aaartw",64
"baa","aab",16
"backstabbing","aabbbcgiknst",256
"Babbage","aabbbeg",64
"baobab","aabbbo",49
"baobabs","aabbbos",64
"blackballed","aabbcdeklll",324
"Blackbeard","aabbcdeklr",225
"blackboard","aabbcdklor",225
"blackboards","aabbcdklors",256
"backboard","aabbcdkor",169
"backboards","aabbcdkors",196
"scabbard","aabbcdrs",100
"scabbards","aabbcdrss",121
"cabbage","aabbceg",81
"backbreaking","aabbcegikknr",324
"cabbages","aabbcegs",100
"ascribable","aabbceilrs",169
"Caribbean","aabbceinr",121
"Caribbeans","aabbceinrs",144
"bareback","aabbcekr",144
"bibliographical","aabbcghiiillopr",441
"blackballing","aabbcgikllln",361
"rabbinical","aabbciilnr",169
"jackrabbits","aabbcijkrst",289
"jackrabbit","aabbcijkrt",256
"barbaric","aabbcirr",100
"blackball","aabbcklll",256
"blackballs","aabbckllls",289
"biodegradable","aabbddeegilor",225
"flabbergasted","aabbdeefglrst",256
"abbreviated","aabbdeeirtv",169
"breadbaskets","aabbdeekrsst",225
"breadbasket","aabbdeekrst",196
"debatable","aabbdeelt",121
"aboveboard","aabbdeoorv",144
"baseboard","aabbdeors",100
"baseboards","aabbdeorss",121
"Brobdingnagian","aabbdggiinnnor",225
"Abbasid","aabbdis",64
"Barbados","aabbdors",81
"Barbuda","aabbdru",64
"breathable","aabbeehlrt",169
"abbreviates","aabbeeirstv",169
"abbreviate","aabbeeirtv",144
"nonbreakable","aabbeeklnnor",256
"unbreakable","aabbeeklnru",225
"breakable","aabbeeklr",169
"breakables","aabbeeklrs",196
"unbearable","aabbeelnru",144
"unbeatable","aabbeelntu",144
"bearable","aabbeelr",100
"flabbergasting","aabbefggilnrst",289
"flabbergasts","aabbefglrsst",225
"flabbergast","aabbefglrst",196
"abbreviating","aabbegiinrtv",196
"beanbag","aabbegn",64
"beanbags","aabbegns",81
"Bathsheba","aabbehhst",144
"uninhabitable","aabbehiilnntu",256
"inhabitable","aabbehiilnt",196
"phenobarbital","aabbehilnoprt",289
"habitable","aabbehilt",144
"bouillabaisses","aabbeiillosssu",289
"bouillabaisse","aabbeiillossu",256
"abbreviations","aabbeiinorstv",225
"abbreviation","aabbeiinortv",196
"barbarities","aabbeiirrst",144
"abominable","aabbeilmno",169
"unobtainable","aabbeilnnotu",196
"obtainable","aabbeilnot",144
"attributable","aabbeilrtttu",196
"Zimbabweans","aabbeimnswz",256
"Zimbabwean","aabbeimnwz",225
"rabbinate","aabbeinrt",100
"barbiturates","aabbeirrsttu",169
"barbiturate","aabbeirrttu",144
"basketballs","aabbekllsst",256
"basketball","aabbekllst",225
"baseball","aabbells",121
"baseballs","aabbellss",144
"unbearably","aabbelnruy",169
"Mbabane","aabbemn",81
"habitability","aabbhiiiltty",256
"babushkas","aabbhkssu",169
"babushka","aabbhksu",144
"Sabbaths","aabbhsst",100
"Sabbath","aabbhst",81
"abominably","aabbilmnoy",196
"Babylonian","aabbilnnoy",169
"barbarism","aabbimrrs",121
"barbarisms","aabbimrrss",144
"barbarity","aabbirrty",121
"Balboa","aabblo",64
"barbarously","aabblorrsuy",196
"Barnaby","aabbnry",81
"barbarous","aabborrsu",100
"Babar","aabbr",36
"Barbra","aabbrr",49
"Barbary","aabbrry",81
"Abbas","aabbs",36
"babysat","aabbsty",81
"counterbalanced","aabccdeelnnortu",361
"cablecasted","aabccdeelst",225
"pickabacked","aabccdeikkp",361
"blackjacked","aabccdejkkl",441
"backpacked","aabccdekkp",324
"backtracked","aabccdekkrt",324
"backspaced","aabccdekps",256
"bureaucracies","aabcceeirrsuu",256
"counterbalances","aabcceelnnorstu",361
"counterbalance","aabcceelnnortu",324
"unacceptable","aabcceelnptu",289
"acceptable","aabcceelpt",225
"bacteriological","aabccegiilloort",400
"counterbalancing","aabccegilnnnortu",400
"cablecasting","aabccegilnst",256
"backache","aabccehk",196
"backaches","aabccehks",225
"impracticable","aabcceiilmprt",361
"unacceptability","aabcceiilnpttuy",441
"acceptability","aabcceiilptty",361
"incalculable","aabcceilllnu",324
"practicable","aabcceilprt",256
"bureaucratic","aabcceirrtuu",225
"backpacker","aabccekkpr",324
"backpackers","aabccekkprs",361
"backspace","aabccekps",225
"backspaces","aabccekpss",256
"calculable","aabccelllu",256
"unaccountable","aabccelnnotuu",289
"contactable","aabccelnott",225
"accountable","aabccelnotu",225
"unacceptably","aabccelnptuy",324
"acceptably","aabccelpty",256
"cablecasts","aabccelsst",196
"cablecast","aabccelst",169
"Maccabeus","aabccemsu",169
"bureaucracy","aabccerruuy",225
"pickabacking","aabccgiikknp",400
"blackjacking","aabccgijkkln",484
"backpacking","aabccgikknp",361
"backtracking","aabccgikknrt",361
"backspacing","aabccgiknps",289
"hatchbacks","aabcchhkst",289
"hatchback","aabcchhkt",256
"cannibalistic","aabcciiilnnst",289
"practicability","aabcciiilprtty",400
"impracticably","aabcciilmprty",400
"accountability","aabcciilnottuy",361
"pickaback","aabccikkp",289
"pickabacks","aabccikkps",324
"incalculably","aabccilllnuy",361
"practicably","aabccilprty",289
"acrobatics","aabcciorst",169
"acrobatic","aabcciort",144
"blackjack","aabccjkkl",361
"blackjacks","aabccjkkls",400
"backpack","aabcckkp",256
"backpacks","aabcckkps",289
"backtracks","aabcckkrst",289
"backtrack","aabcckkrt",256
"blackcurrant","aabccklnrrtu",324
"unaccountably","aabcclnnotuuy",324
"catacombs","aabccmost",169
"catacomb","aabccmot",144
"backpedalled","aabcddeekllp",361
"backpedaled","aabcddeeklp",289
"rebroadcasted","aabcddeeorrst",225
"backhanded","aabcddehkn",225
"barricaded","aabcddeirr",144
"abdicated","aabcddeit",121
"backdated","aabcddekt",169
"clapboarded","aabcddelopr",225
"broadcasted","aabcddeorst",169
"cardboard","aabcddorr",121
"exacerbated","aabcdeeertx",225
"prefabricated","aabcdeefiprrt",289
"barefaced","aabcdeefr",144
"carpetbagged","aabcdeeggprt",225
"beachhead","aabcdeehh",169
"beachheads","aabcdeehhs",196
"detachable","aabcdeehlt",196
"Nebuchadnezzar","aabcdeehnnruzz",441
"scatterbrained","aabcdeeinrrstt",256
"quarterbacked","aabcdeekqrrt",324
"overbalanced","aabcdeelnorv",256
"overabundance","aabcdeennoruv",256
"superabundances","aabcdeennprssuu",324
"superabundance","aabcdeennprsuu",289
"fabricated","aabcdefirt",169
"backpedalling","aabcdegikllnp",400
"backpedaling","aabcdegiklnp",324
"rebroadcasting","aabcdeginorrst",256
"chambermaid","aabcdehimmr",256
"chambermaids","aabcdehimmrs",289
"blackhead","aabcdehkl",225
"blackheads","aabcdehkls",256
"carbohydrates","aabcdehorrsty",289
"carbohydrate","aabcdehorrty",256
"cannibalized","aabcdeiilnnz",289
"Alcibiades","aabcdeiils",169
"blackmailed","aabcdeikllm",324
"imbalanced","aabcdeilmn",196
"calibrated","aabcdeilrt",169
"barricade","aabcdeirr",121
"barricades","aabcdeirrs",144
"abdicates","aabcdeist",121
"abdicate","aabcdeit",100
"backpedal","aabcdeklp",225
"backpedals","aabcdeklps",256
"backwardness","aabcdeknrssw",289
"backdates","aabcdekst",169
"swaybacked","aabcdekswy",256
"backdate","aabcdekt",144
"collaborated","aabcdelloort",256
"candelabrums","aabcdelmnrsu",256
"candelabrum","aabcdelmnru",225
"balanced","aabcdeln",121
"unbalanced","aabcdelnnu",169
"outbalanced","aabcdelnotu",196
"abstractedly","aabcdelrstty",256
"abundances","aabcdennsu",144
"abundance","aabcdennu",121
"carbonated","aabcdenort",144
"broadcasters","aabcdeorrsst",196
"rebroadcasts","aabcdeorrsst",196
"broadcaster","aabcdeorrst",169
"rebroadcast","aabcdeorrst",169
"abstracted","aabcderstt",144
"backhanding","aabcdghiknn",256
"barricading","aabcdgiinrr",169
"abdicating","aabcdgiint",144
"backdating","aabcdgiknt",196
"clapboarding","aabcdgilnopr",256
"broadcasting","aabcdginorst",196
"blackguards","aabcdgklrsu",256
"blackguard","aabcdgklru",225
"Archibald","aabcdhilr",169
"chalkboard","aabcdhklor",256
"chalkboards","aabcdhklors",289
"backhand","aabcdhkn",169
"backhands","aabcdhkns",196
"hardback","aabcdhkr",169
"hardbacks","aabcdhkrs",196
"Blanchard","aabcdhlnr",169
"watchbands","aabcdhnstw",196
"watchband","aabcdhntw",169
"diabolically","aabcdiillloy",324
"diabolical","aabcdiillo",196
"abdications","aabcdiinost",169
"abdication","aabcdiinot",144
"Cambodian","aabcdimno",144
"Cambodians","aabcdimnos",169
"Cambodia","aabcdimo",121
"Bacardi","aabcdir",81
"backwards","aabcdkrsw",196
"drawbacks","aabcdkrsw",196
"backyards","aabcdkrsy",196
"backward","aabcdkrw",169
"drawback","aabcdkrw",169
"backyard","aabcdkry",169
"clapboard","aabcdlopr",169
"clapboards","aabcdloprs",196
"Carlsbad","aabcdlrs",121
"contraband","aabcdnnort",144
"broadcasts","aabcdorsst",144
"broadcast","aabcdorst",121
"interchangeable","aabceeeghilnnrt",361
"exchangeable","aabceeeghlnx",324
"rechargeable","aabceeeghlrr",256
"irreplaceable","aabceeeillprr",324
"replaceable","aabceeellpr",256
"peaceable","aabceeelp",169
"exacerbates","aabceeerstx",225
"exacerbate","aabceeertx",196
"prefabricates","aabceefiprrst",289
"prefabricate","aabceefiprrt",256
"forbearance","aabceefnorr",196
"Benacerraf","aabceefnrr",169
"carpetbaggers","aabceeggprrst",256
"carpetbagger","aabceeggprrt",225
"interchangeably","aabceeghilnnrty",400
"changeable","aabceeghln",196
"chargeable","aabceeghlr",196
"exacerbating","aabceeginrtx",256
"unimpeachable","aabceehilmnpu",361
"Zubeneschamali","aabceehilmnsuz",441
"irreproachable","aabceehiloprrr",361
"achievable","aabceehilv",225
"unreachable","aabceehlnru",225
"reachable","aabceehlr",169
"teachable","aabceehlt",169
"antechambers","aabceehmnrst",256
"antechamber","aabceehmnrt",225
"cabinetmakers","aabceeikmnrst",324
"cabinetmaker","aabceeikmnrt",289
"ambivalence","aabceeilmnv",256
"inescapable","aabceeilnps",225
"appreciable","aabceeilppr",256
"exacerbation","aabceeinortx",256
"relocatable","aabceellort",225
"overbalances","aabceelnorsv",256
"overbalance","aabceelnorv",225
"tabernacles","aabceelnrst",196
"tabernacle","aabceelnrt",169
"peaceably","aabceelpy",196
"retractable","aabceelrrtt",196
"traceable","aabceelrt",144
"abstractnesses","aabceenrsssstt",256
"abeyance","aabceeny",121
"prefabricating","aabcefgiinprrt",324
"beatifications","aabcefiiinostt",289
"beatification","aabcefiiinott",256
"beautification","aabcefiiinottu",289
"classifiable","aabcefiillss",289
"prefabrication","aabcefiinoprrt",324
"fabricates","aabcefirst",169
"fabricate","aabcefirt",144
"flamboyance","aabceflmnoy",289
"carpetbagging","aabceggginprt",256
"quarterbacking","aabcegiknqrrt",361
"overbalancing","aabcegilnnorv",289
"algebraic","aabcegilr",144
"backstage","aabcegkst",169
"blancmange","aabceglmnn",196
"cablegram","aabceglmr",169
"cablegrams","aabceglmrs",196
"carpetbags","aabcegprst",169
"carpetbag","aabcegprt",144
"Chamberlain","aabcehilmnr",256
"chamberlain","aabcehilmnr",256
"chamberlains","aabcehilmnrs",289
"Balanchine","aabcehilnn",196
"uncharitable","aabcehilnrtu",256
"alphabetic","aabcehilpt",225
"charitable","aabcehilrt",196
"backlashes","aabcehklss",256
"purchasable","aabcehlprsu",256
"Rochambeau","aabcehmoru",196
"capabilities","aabceiiilpst",256
"inapplicable","aabceiillnpp",324
"cannibalizes","aabceiilnnsz",289
"cannibalize","aabceiilnnz",256
"beauticians","aabceiinstu",169
"beautician","aabceiintu",144
"blackmailer","aabceikllmr",324
"blackmailers","aabceikllmrs",361
"problematically","aabceilllmoprty",529
"problematical","aabceillmoprt",361
"implacable","aabceillmp",256
"collaborative","aabceilloortv",324
"applicable","aabceillpp",256
"amicable","aabceilm",144
"imbalance","aabceilmn",169
"companionable","aabceilmnnoop",324
"incomparable","aabceilmnopr",289
"imbalances","aabceilmns",196
"bicameral","aabceilmr",169
"constabularies","aabceilnorsstu",289
"actionable","aabceilnot",169
"incapable","aabceilnp",169
"inescapably","aabceilnpsy",256
"intractable","aabceilnrtt",196
"vocabularies","aabceilorsuv",256
"appreciably","aabceilppry",289
"acquirable","aabceilqr",196
"Balearic","aabceilr",121
"calibrates","aabceilrst",169
"bacterial","aabceilrt",144
"calibrate","aabceilrt",144
"ambiance","aabceimn",121
"Precambrian","aabceimnprr",225
"ambiances","aabceimns",144
"cannabises","aabceinnss",144
"anaerobic","aabceinor",121
"scatterbrains","aabceinrrsstt",225
"scatterbrain","aabceinrrstt",196
"aerobatics","aabceiorst",144
"bacterias","aabceirst",121
"bacteria","aabceirt",100
"abscissae","aabceisss",121
"Jacobean","aabcejno",144
"clambake","aabceklm",196
"clambakes","aabceklms",225
"backslapper","aabceklpprs",324
"backslappers","aabceklpprss",361
"paperback","aabcekppr",225
"paperbacks","aabcekpprs",256
"quarterbacks","aabcekqrrst",289
"quarterback","aabcekqrrt",256
"backwaters","aabcekrstw",225
"backwater","aabcekrtw",196
"callable","aabcelll",169
"collaborates","aabcelloorst",256
"collaborate","aabcelloort",225
"racquetballs","aabcellqrst",289
"racquetball","aabcellqrt",256
"ambulances","aabcelmnsu",196
"ambulance","aabcelmnu",169
"comparable","aabcelmopr",225
"balance","aabceln",100
"Barcelona","aabcelnor",144
"outbalances","aabcelnostu",196
"outbalance","aabcelnotu",169
"barnacle","aabcelnr",121
"barnacles","aabcelnrs",144
"balances","aabcelns",121
"albacore","aabcelor",121
"albacores","aabcelors",144
"capable","aabcelp",121
"tractable","aabcelrtt",144
"macabre","aabcemr",100
"carbonates","aabcenorst",144
"carbonate","aabcenort",121
"Canberra","aabcenrr",100
"abstractness","aabcenrssstt",196
"Cabrera","aabcerr",81
"bureaucrats","aabcerrstuu",169
"bureaucrat","aabcerrtuu",144
"cabarets","aabcerst",100
"cabaret","aabcert",81
"abacuses","aabcessu",100
"fabricating","aabcfgiinrt",196
"halfback","aabcfhkl",225
"flashback","aabcfhkls",256
"halfbacks","aabcfhkls",256
"flashbacks","aabcfhklss",289
"syllabification","aabcfiiillnosty",441
"fabrications","aabcfiinorst",225
"fabrication","aabcfiinort",196
"biographical","aabcghiilopr",289
"cannibalizing","aabcgiiilnnnz",324
"blackmailing","aabcgiikllmn",361
"calibrating","aabcgiilnrt",196
"collaborating","aabcgillnoort",289
"balancing","aabcgilnn",144
"outbalancing","aabcgilnnotu",225
"carbonating","aabcginnort",169
"abstracting","aabcginrstt",169
"backgammon","aabcgkmmno",256
"cohabitation","aabchiinoott",225
"uncharitably","aabchilnrtuy",289
"Baluchistan","aabchilnstu",225
"claustrophobia","aabchilooprstu",361
"charitably","aabchilrty",225
"backlash","aabchkls",196
"backslash","aabchklss",225
"backwash","aabchksw",196
"chambray","aabchmry",169
"Banach","aabchn",81
"Buchanan","aabchnnu",121
"Charbray","aabchrry",144
"Staubach","aabchstu",121
"Baywatch","aabchtwy",169
"abaci","aabci",49
"implacability","aabciiillmpty",400
"applicability","aabciiillppty",400
"amicability","aabciiilmty",256
"incapability","aabciiilnpty",289
"intractability","aabciiilnrttty",324
"syllabication","aabciillnosty",324
"cannibalism","aabciilmnns",225
"comparability","aabciilmoprty",361
"calibrations","aabciilnorst",225
"calibration","aabciilnort",196
"capability","aabciilpty",225
"biracial","aabciilr",121
"basilica","aabciils",121
"basilicas","aabciilss",144
"Britannica","aabciinnrt",144
"blackmail","aabcikllm",256
"blackmails","aabcikllms",289
"backstairs","aabcikrsst",196
"implacably","aabcillmpy",289
"collaborations","aabcillnooorst",324
"collaboration","aabcillnooort",289
"basically","aabcillsy",196
"incomparably","aabcilmnopry",324
"amicably","aabcilmy",169
"Caliban","aabciln",100
"cannibal","aabcilnn",121
"cannibals","aabcilnns",144
"botanical","aabcilnot",144
"parabolic","aabcilopr",169
"calibrators","aabcilorrst",196
"calibrator","aabcilorrt",169
"cambia","aabcim",81
"Mozambicans","aabcimmnosz",289
"Mozambican","aabcimmnoz",256
"Cambrian","aabcimnr",121
"Bianca","aabcin",64
"carbonation","aabcinnoort",169
"cinnabar","aabcinnr",100
"cannabis","aabcinns",100
"abstractions","aabcinorsstt",196
"abstraction","aabcinorstt",169
"Arabic","aabcir",64
"Bactria","aabcirt",81
"abscissa","aabcisss",100
"abscissas","aabcissss",121
"taxicabs","aabcistx",144
"taxicab","aabcitx",121
"aback","aabck",81
"lampblack","aabckllmp",289
"playbacks","aabcklpsy",256
"playback","aabcklpy",225
"Barack","aabckr",100
"barrack","aabckrr",121
"barracks","aabckrrs",144
"cabal","aabcl",64
"Bacall","aabcll",100
"cannonball","aabcllnnno",196
"cannonballs","aabcllnnnos",225
"collaborators","aabcllooorrst",289
"collaborator","aabcllooorrt",256
"comparably","aabclmopry",256
"Blanca","aabcln",81
"constabulary","aabclnorstuy",256
"vocabulary","aabcloruvy",225
"capably","aabclpy",144
"Cabral","aabclr",81
"abstractly","aabclrstty",196
"Barclay","aabclry",121
"cabals","aabcls",81
"Balzac","aabclz",121
"Macumba","aabcmmu",121
"noncombatants","aabcmnnnoostt",256
"noncombatant","aabcmnnnoott",225
"combatants","aabcmnostt",169
"combatant","aabcmnott",144
"acrobats","aabcorst",100
"acrobat","aabcort",81
"Tabasco","aabcost",81
"catboats","aabcostt",100
"catboat","aabcott",81
"scarab","aabcrs",64
"scarabs","aabcrss",81
"abstracts","aabcrsstt",121
"abstract","aabcrstt",100
"abacus","aabcsu",64
"bareheaded","aabddeeehr",144
"barehanded","aabddeehnr",144
"skateboarded","aabddeekorst",225
"understandable","aabddeelnnrstu",256
"addressable","aabddeelrss",169
"deadbeats","aabddeest",100
"deadbeat","aabddeet",81
"sandbagged","aabddeggns",121
"gallbladder","aabddeglllr",225
"gallbladders","aabddeglllrs",256
"saddlebag","aabddegls",121
"saddlebags","aabddeglss",144
"bandaged","aabddegn",81
"vagabonded","aabddegnov",144
"balderdash","aabddehlrs",169
"headband","aabddehn",100
"headbands","aabddehns",121
"headboard","aabddehor",121
"headboards","aabddehors",144
"Hyderabad","aabddehry",144
"bastardized","aabddeirstz",196
"understandably","aabddelnnrstuy",289
"sandblasted","aabddelnsst",169
"adumbrated","aabddemrtu",144
"abandoned","aabddenno",100
"abraded","aabdder",64
"Baghdad","aabddgh",81
"Bodhidharma","aabddhhimor",225
"dashboard","aabddhors",121
"dashboards","aabddhorss",144
"Badlands","aabddlns",100
"badlands","aabddlns",100
"bandstands","aabddnnsst",121
"bandstand","aabddnnst",100
"substandard","aabddnrsstu",144
"dartboards","aabddorrst",121
"dartboard","aabddorrt",100
"baaed","aabde",36
"disagreeable","aabdeeegilrs",196
"haberdasheries","aabdeeehhirrss",289
"indefatigable","aabdeefgiilnt",256
"breakfasted","aabdeefkrst",225
"disagreeably","aabdeegilrsy",225
"abnegated","aabdeegnt",100
"Beauregard","aabdeegrru",121
"haberdasher","aabdeehhrrs",196
"haberdashers","aabdeehhrrss",225
"haberdashery","aabdeehhrrsy",256
"rehabilitated","aabdeehiilrtt",256
"alphabetized","aabdeehilptz",324
"harebrained","aabdeehinrr",169
"threadbare","aabdeehrrt",144
"readabilities","aabdeeiiilrst",225
"Baudelaire","aabdeeilru",144
"skateboarders","aabdeekorrsst",256
"skateboarder","aabdeekorrst",225
"balladeer","aabdeellr",144
"balladeers","aabdeellrs",169
"amendable","aabdeelmn",144
"perambulated","aabdeelmprtu",256
"expandable","aabdeelnpx",225
"unreadable","aabdeelnru",144
"elaborated","aabdeelort",144
"readable","aabdeelr",100
"unembarrassed","aabdeemnrrssu",225
"embarrassed","aabdeemrrss",169
"affordable","aabdefflor",196
"indefatigably","aabdefgiilnty",289
"brigandage","aabdegginr",121
"Bangladeshi","aabdeghilns",196
"Bangladeshis","aabdeghilnss",225
"Bangladesh","aabdeghlns",169
"disambiguate","aabdegiimstu",196
"skateboarding","aabdegiknorst",256
"badinage","aabdegin",81
"bargained","aabdeginr",100
"gabardine","aabdeginr",100
"gabardines","aabdeginrs",121
"bandage","aabdegn",64
"bandages","aabdegns",81
"abrogated","aabdegort",100
"sabotaged","aabdegost",100
"barraged","aabdegrr",81
"graybeards","aabdegrrsy",144
"graybeard","aabdegrry",121
"hairsbreadths","aabdehhirrsst",256
"hairbreadths","aabdehhirrst",225
"hairsbreadth","aabdehhirrst",225
"hairbreadth","aabdehhirrt",196
"brainwashed","aabdehinrsw",196
"habituated","aabdehittu",144
"handlebar","aabdehlnr",144
"handlebars","aabdehlnrs",169
"unabashed","aabdehnsu",121
"abashed","aabdehs",81
"disembarkation","aabdeiikmnorst",324
"inadvisable","aabdeiilnsv",196
"readability","aabdeiilrty",196
"debarkation","aabdeiknort",196
"displayable","aabdeillpsy",256
"admirable","aabdeilmr",144
"unavoidable","aabdeilnouv",196
"avoidable","aabdeilov",144
"adverbials","aabdeilrsv",169
"adverbial","aabdeilrv",144
"advisable","aabdeilsv",144
"abominated","aabdeimnot",144
"unsubstantiated","aabdeinnsstttuu",256
"substantiated","aabdeinsstttu",196
"abstained","aabdeinst",100
"arbitrated","aabdeirrtt",121
"bastardizes","aabdeirsstz",196
"bastardize","aabdeirstz",169
"adjustable","aabdejlstu",196
"skateboards","aabdekorsst",196
"skateboard","aabdekorst",169
"daybreak","aabdekry",144
"belladonna","aabdellnno",169
"tablelands","aabdellnst",169
"tableland","aabdellnt",144
"loadable","aabdello",121
"ballasted","aabdellst",144
"laudable","aabdellu",121
"damnable","aabdelmn",121
"lambasted","aabdelmst",144
"unpardonable","aabdelnnopru",225
"pardonable","aabdelnopr",169
"sandblasters","aabdelnrssst",196
"sandblaster","aabdelnrsst",169
"plasterboard","aabdeloprrst",225
"adorable","aabdelor",100
"Abelard","aabdelr",81
"balustrades","aabdelrsstu",169
"balustrade","aabdelrstu",144
"tabulated","aabdelttu",121
"abandonment","aabdemnnnot",169
"masturbated","aabdemrsttu",169
"adumbrates","aabdemrstu",144
"adumbrate","aabdemrtu",121
"sambaed","aabdems",81
"overabundant","aabdennortuv",196
"superabundant","aabdennprstuu",225
"unabated","aabdentu",81
"pasteboard","aabdeoprst",144
